4.3639,1.0031,5.1929,1.9642,3.3937,2.714,1.8564,2.7241,0.86255,4.1853,2.8309,1.795,2.025,6.1698,2.6373,2.5663,0.76968,0.75907,1.0926,2.7203,3.9917,2.0288,5.48,2.2069,2.4965,3.8427,2.3215,1.0009,0.94444,2.4354,0.42988,6.3759,2.7809,2.1025,3.3714,0.95032,1.6573,5.7851,7.3909,5.2777,3.5245,0.87573,3.2367,3.456,2.399,4.0291,2.7504,2.4215,1.7281,4.2523,2.0363,0.52856,4.396,6.5434,2.468,3.6324,5.621,4.0576,6.2336,1.865,0.96948,5.1759,2.1526,1.2797,4.8098,2.3114,0.82274,2.7702,4.4499,2.7619,1.357,3.4452,3.8156,1.4394,0.92182,3.6902,5.1507,1.8364,0.75485,2.6775,0.66073,2.15,5.2678,2.6725,4.894,4.0747,4.0761,3.9042,0.48451,1.9094,4.253,3.8365,4.9906,2.5483,5.4463,1.4283,0.8046,0.78193,2.0072,1.6996,2.5323
2.7251,2.5172,4.3676,5.3636,3.3379,2.4996,3.935,0.98719,4.047,4.2572,4.4568,2.76,2.216,4.7949,2.8812,4.0181,3.8112,0.96768,4.8525,3.1232,2.706,3.3062,3.9807,0.51861,4.0034,7.7474,2.8005,0.84513,5.6424,4.4772,2.4202,1.166,4.0224,1.4636,2.2849,1.9487,0.72107,3.4943,2.7935,6.1204,2.7687,3.5845,4.5184,4.6434,1.4468,4.4001,3.0522,2.2869,3.5265,0.22658,4.8946,3.7925,2.8116,1.0213,2.1614,2.0966,0.11571,4.6932,0.32871,3.0666,1.9317,3.8262,3.2669,2.196,2.7791,1.8198,2.6958,6.4052,3.8986,3.019,3.4847,3.1789,3.4645,2.4937,2.374,3.4219,0.43404,3.2681,2.5616,4.6189,2.597,0.76205,1.8393,4.6884,5.1936,1.6654,4.331,2.3676,0.25739,6.4448,5.5394,5.2671,2.8868,5.3492,1.6125,2.153,4.2111,4.4476,1.6851,3.6047,1.7455
2.764,6.6527,3.903,1.441,5.2933,4.7687,3.6636,3.896,5.4227,4.6683,1.655,1.5945,0.17532,3.5682,3.0615,2.3074,2.053,2.5282,1.2475,1.5475,3.2423,4.8074,2.9481,2.8145,2.2565,2.9308,2.5485,5.947,2.0402,1.9248,1.4335,0.64232,3.9506,5.5697,3.4394,4.6672,1.0438,0.58957,1.5439,2.3347,2.3498,3.4991,4.9146,3.0368,2.9218,5.5965,1.8677,3.6154,4.5274,4.3454,4.9281,3.9125,2.3497,0.61448,3.5852,1.4527,0.58199,0.6921,3.9538,4.6133,4.0195,5.2548,2.4501,3.4978,2.1191,4.1942,3.4688,4.2157,1.9974,1.7469,0.7743,3.1909,3.9199,1.8099,3.1641,1.5732,2.8142,6.9692,2.7772,2.4631,2.563,3.3403,1.7405,3.9484,2.9388,3.6696,3.5504,3.8663,3.6082,1.7881,3.3168,2.5034,5.6438,1.379,3.7985,2.3111,3.1392,3.0497,2.3045,6.3787,3.2471
2.2864,5.3873,4.9874,5.1428,6.1659,4.7785,4.2558,1.9996,1.8142,2.2801,2.6389,5.7124,2.1712,2.4488,1.3964,4.3411,0.451,4.2728,3.6918,2.4511,0.46422,2.6765,2.3858,2.2508,7.0267,2.5824,1.8625,4.8141,5.4216,4.9399,2.7874,2.3278,3.237,7.3924,4.1519,6.0843,1.939,2.3835,3.2672,3.0245,1.412,1.218,1.5212,5.5843,2.3889,2.8595,2.6118,4.5796,2.3461,0.62176,1.7507,4.3085,1.5113,2.5506,2.6368,3.8767,6.6957,0.94415,1.4453,4.8952,2.2273,3.535,3.9297,3.8972,5.4744,4.8745,3.7947,4.1625,2.7189,2.6342,3.6611,6.874,2.5613,1.1738,0.74085,3.2304,3.0946,1.4853,2.5324,3.8158,2.2701,1.0784,0.63952,0.11377,2.8626,3.6037,2.3305,4.113,3.7312,6.6992,6.2468,2.4001,0.64983,3.4659,0.84187,3.2707,4.8243,0.71043,3.7268,6.0997,3.9196
4.2843,1.8997,1.592,0.9218,0.4122,2.0456,2.3696,4.6299,1.9089,1.7192,2.5757,0.82808,1.8887,4.8067,1.6356,1.5367,2.1784,7.4597,4.6798,2.9876,3.3943,2.8673,0.53672,5.667,0.338,6.4324,3.3115,0.30849,4.8751,2.5027,6.0976,4.0519,1.4664,2.1759,2.9459,1.8428,1.5841,1.7034,2.6395,3.0162,0.82104,2.7077,2.0641,3.7829,3.3687,0.33689,3.0595,2.3692,2.0442,1.4611,1.2457,2.59,1.3446,3.8873,4.5877,3.8109,1.9995,5.8158,3.3368,0.96085,4.87,0.28772,3.6425,1.7615,3.3456,1.3639,1.5311,0.19899,2.0519,2.2947,1.9456,2.5249,1.9671,2.3872,5.0363,5.2423,1.2839,0.43192,2.8861,2.4362,2.4914,3.2247,3.0876,6.7773,5.6549,3.3367,0.93222,1.6044,1.5449,2.9466,5.6648,4.8857,0.9906,4.0013,3.0483,3.3828,1.0793,1.7655,4.2929,2.8087,4.2432
5.879,2.6824,1.6858,4.0301,0.35186,1.637,4.2911,0.42242,4.1658,4.397,1.3456,4.4864,0.78011,1.4225,2.6512,0.79,2.0371,4.4733,4.6114,1.3872,1.7205,2.6382,3.1552,5.6793,2.0051,5.1924,2.6073,2.8197,5.4934,3.5069,2.2551,3.2285,1.9239,6.3095,2.6477,1.1828,6.3233,3.878,2.2787,1.4101,4.3167,4.5896,2.3258,3.2333,1.3981,2.3629,2.3819,4.2192,0.92277,3.4723,5.6994,2.9779,3.4362,2.098,3.2416,8.0171,3.8154,1.5895,7.288,1.9816,2.8489,0.9369,4.9496,1.7268,4.0385,1.1701,0.96888,3.1502,2.8542,2.752,3.8162,5.1457,2.0811,2.3691,2.2774,2.22,2.7778,2.6196,1.5351,3.3697,3.4953,4.6796,3.0514,5.5714,3.2247,1.0633,3.7145,4.0835,4.8528,1.5665,2.0363,4.5718,4.8413,1.2034,2.4844,3.1488,3.5389,2.6721,4.9748,0.27369,3.427
2.5077,2.9701,4.386,1.1523,2.941,5.0701,5.3791,0.67027,2.5915,3.0856,0.3658,3.7319,1.4716,4.1055,1.2165,3.2683,3.6427,2.9578,1.5492,3.8965,5.0297,4.8006,4.1509,2.8933,1.8763,1.9325,1.5312,2.7795,2.0553,2.8631,1.7853,3.0852,1.332,3.3139,1.9711,2.7631,2.3235,3.9547,2.6696,4.1672,6.0225,1.0224,1.5084,1.4551,5.247,2.2753,2.3205,1.2966,3.6813,3.4201,6.7295,2.157,4.0671,2.1912,2.6641,2.4524,1.7611,3.3351,0.36333,3.6327,2.6146,3.2579,4.5799,2.5401,1.2599,2.4375,4.8335,3.0356,2.8855,2.5267,1.8621,4.8399,3.1904,4.7695,1.3548,1.0762,1.4605,0.61298,1.409,4.56,2.0291,2.3767,2.0267,3.5419,3.0763,3.2087,2.7046,4.404,2.1455,2.0932,2.058,2.7733,4.8395,3.9983,5.5513,3.393,0.52626,1.9986,3.7582,1.528,2.7455
0.88062,3.6638,2.5786,1.7001,4.2213,2.5861,2.2155,2.8856,1.628,3.2222,0.82153,0.9379,3.1709,3.8918,2.507,3.5303,1.393,2.6359,4.8399,4.3449,3.1732,1.2296,5.0145,1.1416,1.167,2.8139,1.1985,2.2291,1.3141,3.1114,6.3704,0.48921,4.2114,2.8043,2.9138,2.5354,7.2183,1.9903,2.0216,3.8337,3.4902,2.5124,3.1846,2.7666,3.7536,3.3913,4.0437,3.5622,3.519,1.2794,3.0496,4.2847,1.5947,0.71112,1.2111,4.598,5.8709,3.2323,4.1836,3.331,1.7162,3.2319,2.8639,7.0746,2.1748,2.868,1.5309,5.7707,1.7215,0.48013,0.65573,3.2998,5.4501,1.632,1.569,5.53,5.0037,4.4786,4.772,4.8518,2.6216,5.1086,4.8182,1.6458,6.8574,2.3638,2.0979,1.1932,1.2802,3.6609,5.1635,1.4781,2.7936,2.03,2.4095,0.95293,0.76638,0.94822,0.44079,2.9347,1.7663
5.1234,3.1604,2.3761,1.8454,4.3933,3.6866,2.0616,3.0492,2.314,4.8123,1.5718,3.0914,1.6531,3.8661,3.5751,2.7874,4.3216,3.4801,1.7105,3.1206,3.9885,2.4573,1.1231,1.9133,4.6889,1.9389,1.6958,4.5155,2.1923,0.7292,3.6983,0.80957,1.9698,2.1083,2.764,2.4352,1.059,6.9723,2.1396,2.1362,1.5735,5.4539,2.8348,2.0097,5.6218,2.2723,1.9356,5.1023,4.2731,4.0052,2.2464,1.496,1.978,0.70106,1.8796,1.2879,0.97079,3.3177,4.0658,1.1978,3.8457,5.8168,0.96338,4.6806,3.3531,1.4627,3.1807,1.4865,3.4048,4.7456,1.3075,2.2153,3.4894,4.6806,5.5323,2.6962,4.1678,0.90987,2.0136,1.6681,3.4564,3.204,6.8008,2.9349,2.985,2.9632,1.3965,0.70049,2.4744,0.59412,2.3093,2.0497,4.7495,1.3727,5.3688,2.7733,4.6359,4.9646,2.7295,1.8942,4.4403
1.9198,1.565,1.1182,2.2419,1.4213,4.8718,0.45047,2.3092,0.91463,2.4055,3.6975,2.6162,5.0041,4.9132,0.51567,3.2268,1.3494,7.205,5.6742,4.5768,0.84318,2.3984,1.846,5.7578,0.6963,3.0225,5.5124,3.6486,4.3551,2.2129,3.4891,2.864,4.1396,0.51356,2.0517,3.3171,3.2913,3.4211,1.1544,7.9638,2.5843,3.1634,4.6817,3.4071,2.6591,3.2104,1.6144,2.0927,1.584,2.6422,3.7414,2.1811,2.9029,3.675,2.5371,7.362,2.6476,6.2298,2.5668,3.1165,2.3131,3.5697,1.0298,3.6915,5.2292,2.6989,1.2286,1.4721,4.0969,2.8023,5.7069,0.94642,3.5136,4.9124,0.90699,2.1303,2.4071,3.854,5.2362,4.8161,3.034,0.77325,2.8597,1.5493,3.4617,2.4762,6.2097,2.6569,2.8477,1.3995,2.7238,2.6556,1.8396,2.6273,4.0448,1.912,3.2843,1.9082,3.8504,2.5889,4.4522
